"","V4","V4.1","V3","V2","V5","V3.1","V1","V2.1","V5.1","V5.2","V4.2","V3.2","V3.3","V1.1","V2.2","V2.3","V3.4","V1.2","V1.3","V4.3","V2.4","V1.4","V5.3","V1.5","V3.5","V2.5","V4.4","V1.6","V2.6","V4.5"
"1",4.50337837837838,1.29411764705882,2.80975609756098,2.08923884514436,2.27054794520548,4.65322580645161,1.56315789473684,4.74509803921569,1.45904436860068,8.125,2.06930693069307,1.1656050955414,3.65625,1.95024875621891,4.2043795620438,3.91666666666667,2.82014388489209,1.953125,2.64670658682635,3.5026455026455,4.25,2.1151832460733,1.42105263157895,2.76243093922652,4.69672131147541,3.33125,6.01570680628272,1.7742946708464,1.73809523809524,1.94607843137255
